Date,Close
12/06/2015,30.89
15/06/2015,31.07
16/06/2015,30.25
17/06/2015,30.97
18/06/2015,31.92
19/06/2015,30.95
22/06/2015,30.21
23/06/2015,30.1
24/06/2015,30.04
25/06/2015,29.58
26/06/2015,29.16
29/06/2015,29.04
30/06/2015,28.37
1/07/2015,27.65
2/07/2015,28.43
6/07/2015,29.75
7/07/2015,28.43
8/07/2015,28.57
9/07/2015,28.59
10/07/2015,27.96
13/07/2015,27.42
14/07/2015,27.42
15/07/2015,26.94
16/07/2015,26.67
17/07/2015,25.16
20/07/2015,22.72
21/07/2015,23.34
22/07/2015,23.27
23/07/2015,22.38
24/07/2015,23.88
27/07/2015,22.97
28/07/2015,23.12
29/07/2015,23.37
30/07/2015,21.63
31/07/2015,22.13
3/08/2015,21.16
4/08/2015,21.3
5/08/2015,21.1
6/08/2015,21.93
7/08/2015,22.09
10/08/2015,23.69
11/08/2015,23.71
12/08/2015,25.85
13/08/2015,24.23
14/08/2015,23.71
17/08/2015,24.62
18/08/2015,24.59
19/08/2015,26.33
20/08/2015,27.09
21/08/2015,26.19
24/08/2015,24.67
25/08/2015,23.69
26/08/2015,22.56
27/08/2015,23.5
28/08/2015,24.57
31/08/2015,24.48
1/09/2015,24.13
2/09/2015,23.62
3/09/2015,22.79
4/09/2015,22.81
8/09/2015,22.66
9/09/2015,21.55
10/09/2015,21.82
11/09/2015,22.15
14/09/2015,22.18
15/09/2015,22.07
16/09/2015,23.73
17/09/2015,24.3
18/09/2015,24.46
21/09/2015,24.1
22/09/2015,23.03
23/09/2015,23.12
24/09/2015,25.76
25/09/2015,25.99
28/09/2015,24.73
29/09/2015,24.66
30/09/2015,25.32
1/10/2015,24.71
2/10/2015,27.81
5/10/2015,28.31
6/10/2015,28.81
7/10/2015,28.16
8/10/2015,27.5
9/10/2015,28.73
12/10/2015,27.72
13/10/2015,28.29
14/10/2015,30.23
15/10/2015,30.14
16/10/2015,29.2
19/10/2015,28.3
20/10/2015,28.95
21/10/2015,28.45
22/10/2015,29.09
23/10/2015,29.06
26/10/2015,27.96
27/10/2015,28.02
28/10/2015,27.79
29/10/2015,28.1
30/10/2015,28.29
2/11/2015,28.11
3/11/2015,27.77
4/11/2015,27.59
5/11/2015,26.39
6/11/2015,25.13
9/11/2015,25.87
10/11/2015,25.64
11/11/2015,26.38
12/11/2015,26.13
13/11/2015,26.07
16/11/2015,26.18
17/11/2015,25.05
18/11/2015,26.35
19/11/2015,27.03
20/11/2015,26.24
23/11/2015,25.92
24/11/2015,26.7
25/11/2015,26.69
27/11/2015,26.02
30/11/2015,26.45
1/12/2015,27.34
2/12/2015,26.83
3/12/2015,26.97
4/12/2015,29.13
7/12/2015,27.84
8/12/2015,28.04
9/12/2015,27.93
10/12/2015,27.49
11/12/2015,27.87
14/12/2015,26.58
15/12/2015,26.45
16/12/2015,27.28
17/12/2015,25.05
18/12/2015,26.07
21/12/2015,26.73
22/12/2015,26.48
23/12/2015,26.69
24/12/2015,27.21
28/12/2015,26.82
29/12/2015,26.93
30/12/2015,26.22
31/12/2015,26.28
4/01/2016,26.94
5/01/2016,27.62
6/01/2016,28.45
7/01/2016,29.99
8/01/2016,29.56
11/01/2016,28.59
12/01/2016,28.53
13/01/2016,28.98
14/01/2016,27.87
15/01/2016,28.01
19/01/2016,26.78
20/01/2016,26.87
21/01/2016,27.24
22/01/2016,27.28
25/01/2016,27.9
26/01/2016,28.75
27/01/2016,28.95
28/01/2016,28.97
29/01/2016,29.44
1/02/2016,30.07
2/02/2016,29.76
3/02/2016,31.4
4/02/2016,32.73
5/02/2016,33.51
8/02/2016,33.91
9/02/2016,33.11
10/02/2016,33.3
11/02/2016,35.33
12/02/2016,35.64
16/02/2016,34.12
17/02/2016,33.9
18/02/2016,35.06
19/02/2016,34.63
22/02/2016,34.65
23/02/2016,35.25
24/02/2016,35.21
25/02/2016,35.63
26/02/2016,34.55
29/02/2016,35.2
1/03/2016,33.45
2/03/2016,33.89
